Season;Game #;Unique ID;Date;Team;Opponent;Team G;Opp G;Win Loss;Points;Referee;Team S;Opp S;Team SOT;Opp SOT;Team Fouls;Opp Fouls;Team Corner;Opp Corner;Team Yellows;Opp Yellow;Team Red;Opp Red
1998-99;25;Metz25;3/10/1999;Metz;Monaco;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;26;Metz26;3/20/1999;Metz;Lens;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;27;Metz27;4/3/1999;Metz;Lyon;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;28;Metz28;4/9/1999;Metz;Nancy;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;29;Metz29;4/14/1999;Metz;Paris SG;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;30;Metz30;4/24/1999;Metz;Nantes;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;31;Metz31;5/1/1999;Metz;Auxerre;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;32;Metz32;5/4/1999;Metz;Montpellier;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;33;Metz33;5/22/1999;Metz;Rennes;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;34;Metz34;5/29/1999;Metz;Le Havre;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;1;Monaco1;8/7/1998;Monaco;Lorient;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;2;Monaco2;8/15/1998;Monaco;Sochaux;4;1;Win;3;NA;;;;;;;;;;;;
1998-99;3;Monaco3;8/22/1998;Monaco;Toulouse;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;4;Monaco4;8/29/1998;Monaco;Lyon;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;5;Monaco5;9/12/1998;Monaco;Lens;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;6;Monaco6;9/20/1998;Monaco;Paris SG;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;7;Monaco7;9/25/1998;Monaco;Le Havre;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;8;Monaco8;10/3/1998;Monaco;Rennes;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;9;Monaco9;10/17/1998;Monaco;Montpellier;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;10;Monaco10;10/24/1998;Monaco;Metz;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;11;Monaco11;10/29/1998;Monaco;Nantes;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;12;Monaco12;11/6/1998;Monaco;Marseille;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;13;Monaco13;11/11/1998;Monaco;Auxerre;3;2;Win;3;NA;;;;;;;;;;;;
1998-99;14;Monaco14;11/14/1998;Monaco;Bastia;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;15;Monaco15;11/19/1998;Monaco;Bordeaux;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;16;Monaco16;11/28/1998;Monaco;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;17;Monaco17;12/3/1998;Monaco;Nancy;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;18;Monaco18;12/16/1998;Monaco;Toulouse;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;19;Monaco19;12/19/1998;Monaco;Lyon;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;20;Monaco20;1/16/1999;Monaco;Lens;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;21;Monaco21;1/29/1999;Monaco;Paris SG;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;22;Monaco22;2/6/1999;Monaco;Le Havre;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;23;Monaco23;2/13/1999;Monaco;Rennes;4;2;Win;3;NA;;;;;;;;;;;;
1998-99;24;Monaco24;2/25/1999;Monaco;Montpellier;3;2;Win;3;NA;;;;;;;;;;;;
1998-99;25;Monaco25;3/10/1999;Monaco;Metz;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;26;Monaco26;3/14/1999;Monaco;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;27;Monaco27;3/19/1999;Monaco;Nantes;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;28;Monaco28;4/2/1999;Monaco;Marseille;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;29;Monaco29;4/14/1999;Monaco;Auxerre;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;30;Monaco30;4/24/1999;Monaco;Bastia;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;31;Monaco31;4/30/1999;Monaco;Bordeaux;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;32;Monaco32;5/5/1999;Monaco;Strasbourg;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;33;Monaco33;5/22/1999;Monaco;Nancy;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;34;Monaco34;5/29/1999;Monaco;Lorient;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;1;Montpellier1;8/8/1998;Montpellier;Bastia;2;2;Draw;1;NA;;;;;;;;;;;;
1998-99;2;Montpellier2;8/15/1998;Montpellier;Rennes;3;1;Win;3;NA;;;;;;;;;;;;
1998-99;3;Montpellier3;8/22/1998;Montpellier;Marseille;4;5;Loss;0;NA;;;;;;;;;;;;
1998-99;4;Montpellier4;8/29/1998;Montpellier;Toulouse;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;5;Montpellier5;9/11/1998;Montpellier;Bordeaux;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;6;Montpellier6;9/19/1998;Montpellier;Nancy;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;7;Montpellier7;9/25/1998;Montpellier;Strasbourg;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;8;Montpellier8;10/3/1998;Montpellier;Lorient;5;1;Win;3;NA;;;;;;;;;;;;
1998-99;9;Montpellier9;10/17/1998;Montpellier;Monaco;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;10;Montpellier10;10/25/1998;Montpellier;Lens;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;11;Montpellier11;10/31/1998;Montpellier;Sochaux;0;4;Loss;0;NA;;;;;;;;;;;;
1998-99;12;Montpellier12;11/7/1998;Montpellier;Paris SG;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;13;Montpellier13;11/11/1998;Montpellier;Lyon;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;14;Montpellier14;11/14/1998;Montpellier;Auxerre;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;15;Montpellier15;11/20/1998;Montpellier;Nantes;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;16;Montpellier16;11/28/1998;Montpellier;Metz;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;17;Montpellier17;12/4/1998;Montpellier;Le Havre;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;18;Montpellier18;12/11/1998;Montpellier;Rennes;2;3;Loss;0;NA;;;;;;;;;;;;
1998-99;19;Montpellier19;12/16/1998;Montpellier;Marseille;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;20;Montpellier20;12/19/1998;Montpellier;Toulouse;5;2;Win;3;NA;;;;;;;;;;;;
1998-99;21;Montpellier21;1/16/1999;Montpellier;Bordeaux;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;22;Montpellier22;1/30/1999;Montpellier;Nancy;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;23;Montpellier23;2/7/1999;Montpellier;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;24;Montpellier24;2/13/1999;Montpellier;Lorient;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;25;Montpellier25;2/25/1999;Montpellier;Monaco;2;3;Loss;0;NA;;;;;;;;;;;;
1998-99;26;Montpellier26;3/10/1999;Montpellier;Lens;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;27;Montpellier27;3/20/1999;Montpellier;Sochaux;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;28;Montpellier28;4/3/1999;Montpellier;Paris SG;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;29;Montpellier29;4/14/1999;Montpellier;Lyon;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;30;Montpellier30;4/24/1999;Montpellier;Auxerre;2;2;Draw;1;NA;;;;;;;;;;;;
1998-99;31;Montpellier31;5/1/1999;Montpellier;Nantes;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;32;Montpellier32;5/4/1999;Montpellier;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;33;Montpellier33;5/22/1999;Montpellier;Le Havre;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;34;Montpellier34;5/29/1999;Montpellier;Bastia;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;1;Nancy1;8/8/1998;Nancy;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;2;Nancy2;8/15/1998;Nancy;Auxerre;2;3;Loss;0;NA;;;;;;;;;;;;
1998-99;3;Nancy3;8/22/1998;Nancy;Nantes;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;4;Nancy4;8/29/1998;Nancy;Lens;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;5;Nancy5;9/11/1998;Nancy;Paris SG;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;6;Nancy6;9/19/1998;Nancy;Montpellier;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;7;Nancy7;9/25/1998;Nancy;Lyon;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;8;Nancy8;10/4/1998;Nancy;Metz;3;2;Win;3;NA;;;;;;;;;;;;
1998-99;9;Nancy9;10/17/1998;Nancy;Rennes;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;10;Nancy10;10/25/1998;Nancy;Bordeaux;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;11;Nancy11;10/30/1998;Nancy;Bastia;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;12;Nancy12;11/7/1998;Nancy;Strasbourg;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;13;Nancy13;11/10/1998;Nancy;Marseille;2;3;Loss;0;NA;;;;;;;;;;;;
1998-99;14;Nancy14;11/14/1998;Nancy;Toulouse;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;15;Nancy15;11/20/1998;Nancy;Le Havre;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;16;Nancy16;11/28/1998;Nancy;Lorient;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;17;Nancy17;12/3/1998;Nancy;Monaco;0;3;Loss;0;NA;;;;;;;;;;;;
1998-99;18;Nancy18;12/12/1998;Nancy;Auxerre;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;19;Nancy19;12/16/1998;Nancy;Nantes;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;20;Nancy20;12/19/1998;Nancy;Lens;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;21;Nancy21;1/17/1999;Nancy;Paris SG;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;22;Nancy22;1/30/1999;Nancy;Montpellier;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;23;Nancy23;2/6/1999;Nancy;Lyon;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;24;Nancy24;2/26/1999;Nancy;Rennes;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;25;Nancy25;3/9/1999;Nancy;Bordeaux;2;3;Loss;0;NA;;;;;;;;;;;;
1998-99;26;Nancy26;3/19/1999;Nancy;Bastia;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;27;Nancy27;4/3/1999;Nancy;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;28;Nancy28;4/9/1999;Nancy;Metz;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;29;Nancy29;4/15/1999;Nancy;Marseille;0;4;Loss;0;NA;;;;;;;;;;;;
1998-99;30;Nancy30;4/24/1999;Nancy;Toulouse;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;31;Nancy31;5/1/1999;Nancy;Le Havre;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;32;Nancy32;5/5/1999;Nancy;Lorient;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;33;Nancy33;5/22/1999;Nancy;Monaco;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;34;Nancy34;5/29/1999;Nancy;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;1;Nantes1;8/8/1998;Nantes;Marseille;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;2;Nantes2;8/15/1998;Nantes;Strasbourg;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;3;Nantes3;8/22/1998;Nantes;Nancy;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;4;Nantes4;8/29/1998;Nantes;Sochaux;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;5;Nantes5;9/11/1998;Nantes;Toulouse;3;2;Win;3;NA;;;;;;;;;;;;
1998-99;6;Nantes6;9/19/1998;Nantes;Lorient;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;7;Nantes7;9/25/1998;Nantes;Lens;4;2;Win;3;NA;;;;;;;;;;;;
1998-99;8;Nantes8;10/3/1998;Nantes;Lyon;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;9;Nantes9;10/17/1998;Nantes;Bordeaux;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;10;Nantes10;10/24/1998;Nantes;Paris SG;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;11;Nantes11;10/29/1998;Nantes;Monaco;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;12;Nantes12;11/7/1998;Nantes;Auxerre;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;13;Nantes13;11/10/1998;Nantes;Le Havre;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;14;Nantes14;11/14/1998;Nantes;Metz;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;15;Nantes15;11/20/1998;Nantes;Montpellier;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;16;Nantes16;11/28/1998;Nantes;Rennes;3;2;Win;3;NA;;;;;;;;;;;;
1998-99;17;Nantes17;12/4/1998;Nantes;Bastia;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;18;Nantes18;12/11/1998;Nantes;Strasbourg;2;2;Draw;1;NA;;;;;;;;;;;;
1998-99;19;Nantes19;12/16/1998;Nantes;Nancy;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;20;Nantes20;12/19/1998;Nantes;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;21;Nantes21;1/16/1999;Nantes;Toulouse;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;22;Nantes22;1/30/1999;Nantes;Lorient;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;23;Nantes23;2/6/1999;Nantes;Lens;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;24;Nantes24;2/13/1999;Nantes;Lyon;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;25;Nantes25;2/25/1999;Nantes;Bordeaux;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;26;Nantes26;3/10/1999;Nantes;Paris SG;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;27;Nantes27;3/19/1999;Nantes;Monaco;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;28;Nantes28;4/3/1999;Nantes;Auxerre;2;2;Draw;1;NA;;;;;;;;;;;;
1998-99;29;Nantes29;4/14/1999;Nantes;Le Havre;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;30;Nantes30;4/24/1999;Nantes;Metz;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;31;Nantes31;5/1/1999;Nantes;Montpellier;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;32;Nantes32;5/5/1999;Nantes;Rennes;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;33;Nantes33;5/22/1999;Nantes;Bastia;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;34;Nantes34;5/29/1999;Nantes;Marseille;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;1;Paris SG1;8/8/1998;Paris SG;Bordeaux;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;2;Paris SG2;8/15/1998;Paris SG;Bastia;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;3;Paris SG3;8/22/1998;Paris SG;Strasbourg;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;4;Paris SG4;8/29/1998;Paris SG;Lorient;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;5;Paris SG5;9/11/1998;Paris SG;Nancy;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;6;Paris SG6;9/20/1998;Paris SG;Monaco;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;7;Paris SG7;9/25/1998;Paris SG;Sochaux;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;8;Paris SG8;10/4/1998;Paris SG;Lens;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;9;Paris SG9;10/17/1998;Paris SG;Lyon;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;10;Paris SG10;10/24/1998;Paris SG;Nantes;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;11;Paris SG11;10/30/1998;Paris SG;Auxerre;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;12;Paris SG12;11/7/1998;Paris SG;Montpellier;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;13;Paris SG13;11/11/1998;Paris SG;Metz;2;2;Draw;1;NA;;;;;;;;;;;;
1998-99;14;Paris SG14;11/15/1998;Paris SG;Le Havre;4;0;Win;3;NA;;;;;;;;;;;;
1998-99;15;Paris SG15;11/20/1998;Paris SG;Rennes;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;16;Paris SG16;11/29/1998;Paris SG;Marseille;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;17;Paris SG17;12/4/1998;Paris SG;Toulouse;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;18;Paris SG18;12/12/1998;Paris SG;Bastia;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;19;Paris SG19;12/16/1998;Paris SG;Strasbourg;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;20;Paris SG20;12/19/1998;Paris SG;Lorient;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;21;Paris SG21;1/17/1999;Paris SG;Nancy;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;22;Paris SG22;1/29/1999;Paris SG;Monaco;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;23;Paris SG23;2/6/1999;Paris SG;Sochaux;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;24;Paris SG24;2/13/1999;Paris SG;Lens;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;25;Paris SG25;2/25/1999;Paris SG;Lyon;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;26;Paris SG26;3/10/1999;Paris SG;Nantes;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;27;Paris SG27;3/20/1999;Paris SG;Auxerre;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;28;Paris SG28;4/3/1999;Paris SG;Montpellier;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;29;Paris SG29;4/14/1999;Paris SG;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;30;Paris SG30;4/25/1999;Paris SG;Le Havre;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;31;Paris SG31;5/1/1999;Paris SG;Rennes;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;32;Paris SG32;5/4/1999;Paris SG;Marseille;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;33;Paris SG33;5/22/1999;Paris SG;Toulouse;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;34;Paris SG34;5/29/1999;Paris SG;Bordeaux;2;3;Loss;0;NA;;;;;;;;;;;;
1998-99;1;Rennes1;8/8/1998;Rennes;Auxerre;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;2;Rennes2;8/15/1998;Rennes;Montpellier;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;3;Rennes3;8/22/1998;Rennes;Le Havre;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;4;Rennes4;8/30/1998;Rennes;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;5;Rennes5;9/11/1998;Rennes;Marseille;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;6;Rennes6;9/19/1998;Rennes;Bastia;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;7;Rennes7;9/25/1998;Rennes;Bordeaux;0;4;Loss;0;NA;;;;;;;;;;;;
1998-99;8;Rennes8;10/3/1998;Rennes;Monaco;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;9;Rennes9;10/17/1998;Rennes;Nancy;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;10;Rennes10;10/24/1998;Rennes;Lorient;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;11;Rennes11;10/30/1998;Rennes;Toulouse;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;12;Rennes12;11/7/1998;Rennes;Sochaux;4;0;Win;3;NA;;;;;;;;;;;;
1998-99;13;Rennes13;11/11/1998;Rennes;Lens;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;14;Rennes14;11/14/1998;Rennes;Lyon;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;15;Rennes15;11/20/1998;Rennes;Paris SG;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;16;Rennes16;11/28/1998;Rennes;Nantes;2;3;Loss;0;NA;;;;;;;;;;;;
1998-99;17;Rennes17;12/4/1998;Rennes;Metz;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;18;Rennes18;12/11/1998;Rennes;Montpellier;3;2;Win;3;NA;;;;;;;;;;;;
1998-99;19;Rennes19;12/16/1998;Rennes;Le Havre;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;20;Rennes20;12/19/1998;Rennes;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;21;Rennes21;1/16/1999;Rennes;Marseille;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;22;Rennes22;1/29/1999;Rennes;Bastia;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;23;Rennes23;2/6/1999;Rennes;Bordeaux;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;24;Rennes24;2/13/1999;Rennes;Monaco;2;4;Loss;0;NA;;;;;;;;;;;;
1998-99;25;Rennes25;2/26/1999;Rennes;Nancy;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;26;Rennes26;3/10/1999;Rennes;Lorient;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;27;Rennes27;3/20/1999;Rennes;Toulouse;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;28;Rennes28;4/2/1999;Rennes;Sochaux;3;0;Win;3;NA;;;;;;;;;;;;
1998-99;29;Rennes29;4/13/1999;Rennes;Lens;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;30;Rennes30;4/25/1999;Rennes;Lyon;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;31;Rennes31;5/1/1999;Rennes;Paris SG;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;32;Rennes32;5/5/1999;Rennes;Nantes;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;33;Rennes33;5/22/1999;Rennes;Metz;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;34;Rennes34;5/29/1999;Rennes;Auxerre;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;1;Sochaux1;8/8/1998;Sochaux;Nancy;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;2;Sochaux2;8/15/1998;Sochaux;Monaco;1;4;Loss;0;NA;;;;;;;;;;;;
1998-99;3;Sochaux3;8/22/1998;Sochaux;Lens;0;4;Loss;0;NA;;;;;;;;;;;;
1998-99;4;Sochaux4;8/29/1998;Sochaux;Nantes;0;2;Loss;0;NA;;;;;;;;;;;;
1998-99;5;Sochaux5;9/11/1998;Sochaux;Lyon;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;6;Sochaux6;9/19/1998;Sochaux;Auxerre;1;3;Loss;0;NA;;;;;;;;;;;;
1998-99;7;Sochaux7;9/25/1998;Sochaux;Paris SG;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;8;Sochaux8;10/3/1998;Sochaux;Le Havre;0;3;Loss;0;NA;;;;;;;;;;;;
1998-99;9;Sochaux9;10/17/1998;Sochaux;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;10;Sochaux10;10/24/1998;Sochaux;Marseille;0;4;Loss;0;NA;;;;;;;;;;;;
1998-99;11;Sochaux11;10/31/1998;Sochaux;Montpellier;4;0;Win;3;NA;;;;;;;;;;;;
1998-99;12;Sochaux12;11/7/1998;Sochaux;Rennes;0;4;Loss;0;NA;;;;;;;;;;;;
1998-99;13;Sochaux13;11/11/1998;Sochaux;Bastia;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;14;Sochaux14;11/14/1998;Sochaux;Bordeaux;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;15;Sochaux15;11/20/1998;Sochaux;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;16;Sochaux16;11/28/1998;Sochaux;Toulouse;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;17;Sochaux17;12/4/1998;Sochaux;Lorient;0;1;Loss;0;NA;;;;;;;;;;;;
1998-99;18;Sochaux18;12/16/1998;Sochaux;Lens;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;19;Sochaux19;12/19/1998;Sochaux;Nantes;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;20;Sochaux20;1/30/1999;Sochaux;Auxerre;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;21;Sochaux21;2/6/1999;Sochaux;Paris SG;1;2;Loss;0;NA;;;;;;;;;;;;
1998-99;22;Sochaux22;2/26/1999;Sochaux;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;23;Sochaux23;3/9/1999;Sochaux;Marseille;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;24;Sochaux24;3/14/1999;Sochaux;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;25;Sochaux25;3/20/1999;Sochaux;Montpellier;0;0;Draw;1;NA;;;;;;;;;;;;
1998-99;26;Sochaux26;4/2/1999;Sochaux;Rennes;0;3;Loss;0;NA;;;;;;;;;;;;
1998-99;27;Sochaux27;4/8/1999;Sochaux;Lyon;1;4;Loss;0;NA;;;;;;;;;;;;
1998-99;28;Sochaux28;4/13/1999;Sochaux;Bastia;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;29;Sochaux29;4/24/1999;Sochaux;Bordeaux;2;0;Win;3;NA;;;;;;;;;;;;
1998-99;30;Sochaux30;5/1/1999;Sochaux;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1998-99;31;Sochaux31;5/5/1999;Sochaux;Toulouse;2;1;Win;3;NA;;;;;;;;;;;;
1998-99;32;Sochaux32;5/14/1999;Sochaux;Le Havre;1;0;Win;3;NA;;;;;;;;;;;;
1998-99;33;Sochaux33;5/22/1999;Sochaux;Lorient;1;4;Loss;0;NA;;;;;;;;;;;;
1998-99;34;Sochaux34;5/29/1999;Sochaux;Nancy;1;1;Draw;1;NA;;;;;;;;;;;;
